1,2023-02-04 10:22:02.773558,001,,,,,,1,1
2,2023-02-04 10:22:02.773558,002,,,,,,1,1
3,2023-02-04 10:22:02.773558,003,,,,,,1,1
4,2023-02-04 10:22:02.773558,004,,,,,,1,1
5,2023-02-04 10:22:02.773558,005,,,,,,1,1
6,2023-02-04 10:22:02.773558,011,,,,,,1,1
7,2023-02-04 10:22:02.773558,012,,,,,,1,1
8,2023-02-04 10:22:02.773558,013,,,,,,1,1
9,2023-02-04 10:22:02.773558,093,,,,,,1,1
10,2023-02-04 10:22:02.773558,096,,,,,,1,1
11,2023-02-04 10:22:02.773558,098,,,,,,1,1
12,2023-02-04 10:22:02.773558,122,,,,,,1,1
13,2023-02-04 10:22:02.773558,137,,,,,,1,1
14,2023-02-04 10:22:02.773558,138,,,,,,1,1
15,2023-02-04 10:22:02.773558,139,,,,,,1,1
16,2023-02-04 10:22:02.773558,140,,,,,,1,1
17,2023-02-04 10:22:02.773558,148,,,,,,1,1
18,2023-02-04 10:22:02.773558,149,,,,,,1,1
19,2023-02-04 10:22:02.773558,150,,,,,,1,1
20,2023-02-04 10:22:02.773558,151,,,,,,1,1
21,2023-02-04 10:22:02.773558,152,,,,,,1,1
22,2023-02-04 10:22:02.773558,153,,,,,,1,1
23,2023-02-04 10:22:02.773558,154,,,,,,1,1
24,2023-02-04 10:22:02.773558,160,,,,,,1,1
25,2023-02-04 10:22:02.773558,161,,,,,,1,1
26,2023-02-04 10:22:02.773558,018,,,,,,1,3
27,2023-02-04 10:22:02.773558,019,,,,,,1,3
28,2023-02-04 10:22:02.773558,020,,,,,,1,3
29,2023-02-04 10:22:02.773558,003,,,,,,1,2
30,2023-02-04 10:22:02.773558,005,,,,,,1,2
