2023-07-16 18:09:36.726069;Термометры;KP00001772;Штангенциркуль цифровой ШЦ.01.040005 0-150 ;ЕКБ;серии 040 005 модификации двусторонний с глубиномером;NORGAU;61563-15;Поверка;12;20200828149;2023-03-06;2024-03-05;ОС 1.4;0;;1;СЦ-Ормет;"ФБУ ""УРАЛТЕСТ""";186
2023-07-16 18:09:36.726070;Термометры;KP00001772;Штангенциркуль цифровой ШЦ.01.040005 0-150 ;ЕКБ;серии 040 005 модификации двусторонний с глубиномером;NORGAU;61563-15;Поверка;12;20200828152;2021-04-22;2022-04-21;ОС 1.4;0;;1;СЦ-Ормет;"РМЦ ""КАЛИБРОН""";-498
2023-07-16 18:09:36.726071;Термометры;KP00001770;Штангенциркуль электронный JTC AUTO TOOLS 0-150 мм;ЕКБ;3474;JTC AUTO TOOLS;;Калибровка;12;0001;2023-05-03;2024-05-02;ОС 1.3;0;;1;СЦ-Ормет;"УНИИМ - филиал ФГУП ""ВНИИМ им. Д.И. Менделеева""";244
2023-07-16 18:09:36.726072;Термометры;KP00001770;Штангенциркуль цифровой;ЧЛБ;412821_150; Holex;71971-18;Поверка;12;Н1594369;2023-06-16;2024-06-15;офис;0;;1;СЦ-Ормет;"ФБУ ""УРАЛТЕСТ""";288
2023-07-16 18:09:36.726073;Термометры;KP00001772;Штангенциркуль нониусный NORGAU, 0-150 мм, тип NCV;Пермь;;NORGAU;;поверка;12;20200828147;2023-03-20;2024-03-19;S 1.7;0;;1;Метрология и сервис;"ФБУ ""Пермский ЦСМ""";200
2023-07-16 18:09:36.726074;Термометры;DU0010365;Линейка измерительная 0-300;ЕКБ;461600-300;HOLEX;73288-18;Поверка;12;HF1520;2023-03-06;2024-03-05;ОС 1.2;0;;1;СЦ-Ормет;Автопрогресс - М;186
2023-07-16 18:09:36.726075;Термометры;DU0010365;Линейка измерительная 0-300;ЕКБ;461600-300;HOLEX;73288-18;Поверка;12;HF1519;2023-05-03;2024-05-02;ОС 1.2;0;;1;СЦ-Ормет;"УНИИМ - филиал ФГУП ""ВНИИМ им. Д.И. Менделеева""";244
2023-07-16 18:09:36.726076;Термометры;KP00003844;Линейка измерительная 0-100;ЕКБ;461800-100;HOLEX;73288-18;Поверка;12;HF1522;2021-04-29;2022-04-28;ОС 1.2;0;;1;СЦ-Ормет;Автопрогресс - М;-491
2023-07-16 18:09:36.726077;Термометры;KP00003844;Линейка измерительная 0-100;ЕКБ;461800-100;HOLEX;73288-18;Поверка;12;HF1521;2023-05-03;2024-05-02;ОС 1.2;0;;1;СЦ-Ормет;"УНИИМ - филиал ФГУП ""ВНИИМ им. Д.И. Менделеева""";244
2023-07-16 18:09:36.726078;Термометры;ZP-00000288;Набор щупов, 29 пластин 500 мм, 0,05-1,0 мм;ЕКБ;;;;Калибровка;12;76;2023-03-14;2024-03-13;ОС 1.3;0;;1;СЕНСИ ЛАБ;СЕНСИ ЛАБ;194
