480,2017-12-28 10:22:13.701393,2017-12-28,ЕКБ,353178,from bitrix,1,66,4
481,2021-11-22 10:22:13.701393,2021-11-22,ЕКБ,199397,from bitrix,1,67,13
482,2022-05-07 10:22:13.701393,2022-05-07,ЕКБ,1037242,from bitrix,1,67,6
